"city","city_ascii","state_id","state_name","lat","lng","population","density"
"Key Colony Beach","Key Colony Beach","FL","Florida","24.7233","-81.0215","803","704"
"West Middlesex","West Middlesex","PA","Pennsylvania","41.1742","-80.4557","803","366"
"Arapaho","Arapaho","OK","Oklahoma","35.5779","-98.9593","803","443"
"San Ildefonso Pueblo","San Ildefonso Pueblo","NM","New Mexico","35.8955","-106.1225","803","70"
"Parker","Parker","PA","Pennsylvania","41.0907","-79.6846","802","323"
"Bethany","Bethany","WV","West Virginia","40.2053","-80.5629","802","422"
"Piedmont","Piedmont","WV","West Virginia","39.4778","-79.0466","802","812"
"Stamping Ground","Stamping Ground","KY","Kentucky","38.2697","-84.6831","802","526"
"Morse","Morse","LA","Louisiana","30.1221","-92.4985","802","221"
"Flordell Hills","Flordell Hills","MO","Missouri","38.7174","-90.2648","802","2526"
"Shrewsbury","Shrewsbury","WV","West Virginia","38.2079","-81.4675","802","1075"
"Paragon Estates","Paragon Estates","CO","Colorado","39.9802","-105.1812","802","184"
"Hubbard","Hubbard","IA","Iowa","42.3055","-93.3019","801","182"
"Metolius","Metolius","OR","Oregon","44.5875","-121.1760","801","646"
"Mount Hope","Mount Hope","KS","Kansas","37.8735","-97.6619","801","210"
"Sonoita","Sonoita","AZ","Arizona","31.6645","-110.6426","801","29"
"Dawson","Dawson","TX","Texas","31.8941","-96.7151","801","173"
"Dauphin","Dauphin","PA","Pennsylvania","40.3684","-76.9296","801","722"
"Flint Creek","Flint Creek","OK","Oklahoma","36.1765","-94.7436","801","48"
"Wiconsico","Wiconsico","PA","Pennsylvania","40.5742","-76.6773","801","283"
"Granite","Granite","UT","Utah","40.5711","-111.7959","801","257"
"Ogden","Ogden","IL","Illinois","40.1150","-87.9563","800","527"
"Deer Trail","Deer Trail","CO","Colorado","39.6157","-104.0435","800","273"
"Kansas","Kansas","OK","Oklahoma","36.2058","-94.7890","800","166"
"Pineland","Pineland","TX","Texas","31.2467","-93.9744","800","150"
"Lakeville","Lakeville","NY","New York","42.8367","-77.7032","800","462"
"Diamond City","Diamond City","AR","Arkansas","36.4575","-92.9129","800","109"
"Grassflat","Grassflat","PA","Pennsylvania","41.0031","-78.1113","800","273"
"Freelandville","Freelandville","IN","Indiana","38.8653","-87.3102","800","55"
"East Sparta","East Sparta","OH","Ohio","40.6635","-81.3643","799","169"
"Lyons","Lyons","NE","Nebraska","41.9360","-96.4717","799","451"
"Rutledge","Rutledge","PA","Pennsylvania","39.9010","-75.3274","799","2157"
"Scribner","Scribner","NE","Nebraska","41.6650","-96.6653","799","482"
"Vassar","Vassar","KS","Kansas","38.6495","-95.6114","799","63"
"West Union","West Union","WV","West Virginia","39.2963","-80.7751","799","856"
"Tekoa","Tekoa","WA","Washington","47.2247","-117.0732","799","251"
"Tecumseh","Tecumseh","IN","Indiana","39.5658","-87.4327","799","122"
"Cumby","Cumby","TX","Texas","33.1354","-95.8399","798","304"
"Escalante","Escalante","UT","Utah","37.7649","-111.6000","798","92"
"Lakeville","Lakeville","IN","Indiana","41.5288","-86.2745","798","488"
"Smiths Grove","Smiths Grove","KY","Kentucky","37.0503","-86.2083","798","395"
"Walthill","Walthill","NE","Nebraska","42.1489","-96.4929","798","720"
"Kimball","Kimball","MN","Minnesota","45.3143","-94.3008","798","203"
"Darby","Darby","MT","Montana","46.0234","-114.1790","798","505"
"Ferrelview","Ferrelview","MO","Missouri","39.3143","-94.6654","798","2692"
"Isle","Isle","MN","Minnesota","46.1398","-93.4597","798","121"
"East Orosi","East Orosi","CA","California","36.5481","-119.2599","798","1242"
"Van Buren","Van Buren","MO","Missouri","37.0082","-91.0113","798","154"
"Gobles","Gobles","MI","Michigan","42.3617","-85.8774","798","298"
"Elmwood","Elmwood","WI","Wisconsin","44.7799","-92.1491","797","203"
"Francesville","Francesville","IN","Indiana","40.9853","-86.8834","797","1013"
"Bromley","Bromley","KY","Kentucky","39.0801","-84.5629","797","820"
"Prospect","Prospect","NC","North Carolina","34.7358","-79.2251","797","78"
"Gosport","Gosport","IN","Indiana","39.3507","-86.6665","797","819"
"Hollins","Hollins","AL","Alabama","33.1213","-86.1290","797","25"
"Sunrise Beach Village","Sunrise Beach Village","TX","Texas","30.5862","-98.4187","796","182"
"Cambridge","Cambridge","IA","Iowa","41.9001","-93.5360","796","230"
"Brasher Falls","Brasher Falls","NY","New York","44.8096","-74.7789","796","187"
"Morning Sun","Morning Sun","IA","Iowa","41.0942","-91.2506","796","394"
"Grazierville","Grazierville","PA","Pennsylvania","40.6576","-78.2707","795","279"
"Culbertson","Culbertson","MT","Montana","48.1447","-104.5183","795","299"
"Cedar Point","Cedar Point","TX","Texas","30.7975","-95.0749","795","339"
"McLean","McLean","IL","Illinois","40.3136","-89.1687","795","260"
"Perdido","Perdido","AL","Alabama","31.0033","-87.6324","795","27"
"Lakewood Park","Lakewood Park","TN","Tennessee","35.6482","-86.1357","795","53"
"Graettinger","Graettinger","IA","Iowa","43.2371","-94.7504","795","398"
"Mackinaw City","Mackinaw City","MI","Michigan","45.7752","-84.7477","795","89"
"Moose Creek","Moose Creek","AK","Alaska","64.7140","-147.1639","795","199"
"Bear Rocks","Bear Rocks","PA","Pennsylvania","40.1265","-79.4651","794","115"
"Zayante","Zayante","CA","California","37.0889","-122.0414","794","112"
"Eden","Eden","UT","Utah","41.3022","-111.8086","794","72"
"Chevy Chase Section Three","Chevy Chase Section Three","MD","Maryland","38.9793","-77.0742","794","2626"
"Wedowee","Wedowee","AL","Alabama","33.3077","-85.4864","794","87"
"Melbourne","Melbourne","IA","Iowa","41.9416","-93.1027","794","542"
"Piney Point","Piney Point","MD","Maryland","38.1483","-76.5201","794","200"
"Goshen","Goshen","OH","Ohio","39.2325","-84.1532","793","165"
"Raymond","Raymond","IA","Iowa","42.4694","-92.2296","793","187"
"Morrisdale","Morrisdale","PA","Pennsylvania","40.9484","-78.2278","793","181"
"Manila","Manila","CA","California","40.8513","-124.1631","793","439"
"Roscoe","Roscoe","PA","Pennsylvania","40.0782","-79.8641","793","1682"
"Lake Park","Lake Park","MN","Minnesota","46.8839","-96.0988","793","309"
"Cairo","Cairo","NE","Nebraska","41.0046","-98.6007","792","320"
"Athol","Athol","ID","Idaho","47.9451","-116.7062","792","343"
"Okoboji","Okoboji","IA","Iowa","43.3909","-95.1390","792","174"
"Wells","Wells","TX","Texas","31.4916","-94.9473","792","159"
"Wadsworth","Wadsworth","NV","Nevada","39.6322","-119.2901","792","82"
"Clyde","Clyde","CA","California","38.0253","-122.0278","792","2133"
"Oxford","Oxford","IA","Iowa","41.7228","-91.7911","792","330"
"Emerson","Emerson","NE","Nebraska","42.2782","-96.7265","792","645"
"Arkport","Arkport","NY","New York","42.3926","-77.6955","791","439"
"Hoonah","Hoonah","AK","Alaska","58.1118","-135.4246","791","52"
"New Salem","New Salem","PA","Pennsylvania","39.9037","-76.7912","791","646"
"Grant City","Grant City","MO","Missouri","40.4858","-94.4135","791","229"
"Pleasant Plains","Pleasant Plains","IL","Illinois","39.8747","-89.9183","791","228"
"Blanchardville","Blanchardville","WI","Wisconsin","42.8095","-89.8606","791","634"
"Los Olivos","Los Olivos","CA","California","34.6647","-120.1180","791","124"
"Benkelman","Benkelman","NE","Nebraska","40.0517","-101.5354","790","380"
"Smithfield","Smithfield","OH","Ohio","40.2715","-80.7772","790","322"
"Hilltop Lakes","Hilltop Lakes","TX","Texas","31.0755","-96.1914","790","35"
"Adams","Adams","MN","Minnesota","43.5654","-92.7190","790","304"
"Walker","Walker","IA","Iowa","42.2873","-91.7809","789","402"
"Buras","Buras","LA","Louisiana","29.3528","-89.5248","789","132"
"Spencer","Spencer","OH","Ohio","41.0991","-82.1231","789","308"
"Minatare","Minatare","NE","Nebraska","41.8112","-103.5019","789","801"
"Interlaken","Interlaken","NJ","New Jersey","40.2350","-74.0166","789","919"
"Howe","Howe","OK","Oklahoma","34.9500","-94.6408","789","184"
"Campbellsburg","Campbellsburg","KY","Kentucky","38.5220","-85.2195","789","230"
"Vass","Vass","NC","North Carolina","35.2534","-79.2845","789","94"
"Stronghurst","Stronghurst","IL","Illinois","40.7463","-90.9094","789","348"
"Shoals","Shoals","IN","Indiana","38.6669","-86.7938","789","167"
"East Freedom","East Freedom","PA","Pennsylvania","40.3573","-78.4366","789","181"
"Chocowinity","Chocowinity","NC","North Carolina","35.5148","-77.1017","788","302"
"Duncan","Duncan","AZ","Arizona","32.7344","-109.0972","788","141"
"Wonewoc","Wonewoc","WI","Wisconsin","43.6531","-90.2239","788","272"
"Wye","Wye","MT","Montana","46.9523","-114.1331","788","104"
"Wilton Center","Wilton Center","CT","Connecticut","41.1880","-73.4298","788","1103"
"Gary","Gary","WV","West Virginia","37.3620","-81.5408","788","361"
"Guy","Guy","AR","Arkansas","35.3272","-92.3366","788","45"
"North Irwin","North Irwin","PA","Pennsylvania","40.3389","-79.7115","787","1502"
"Morningside","Morningside","NM","New Mexico","32.8610","-104.3971","787","3237"
"Clarkfield","Clarkfield","MN","Minnesota","44.7907","-95.8077","787","282"
"Coon Valley","Coon Valley","WI","Wisconsin","43.7024","-91.0112","787","272"
"Fern Forest","Fern Forest","HI","Hawaii","19.4648","-155.1324","787","24"
"Klawock","Klawock","AK","Alaska","55.5556","-133.0868","787","446"
"Winnebago","Winnebago","NE","Nebraska","42.2361","-96.4719","787","1502"
"Springport","Springport","MI","Michigan","42.3783","-84.6965","787","241"
"Turbeville","Turbeville","SC","South Carolina","33.8896","-80.0161","787","226"
"Horseshoe Bend","Horseshoe Bend","ID","Idaho","43.9165","-116.1997","787","279"
"Stephens","Stephens","AR","Arkansas","33.4221","-93.0670","787","110"
"Fairplay","Fairplay","CO","Colorado","39.2245","-105.9965","787","264"
"Lake Camelot","Lake Camelot","WI","Wisconsin","44.2147","-89.7623","787","80"
"Belle Terre","Belle Terre","NY","New York","40.9607","-73.0672","786","342"
"Dammeron Valley","Dammeron Valley","UT","Utah","37.3042","-113.6658","786","62"
"Littlerock","Littlerock","CA","California","34.5232","-117.9809","786","164"
"Wataga","Wataga","IL","Illinois","41.0253","-90.2755","786","366"
"Hurst","Hurst","IL","Illinois","37.8349","-89.1443","786","342"
"Clayton","Clayton","OK","Oklahoma","34.5857","-95.3561","786","176"
"Northwest","Northwest","NC","North Carolina","34.3149","-78.1453","785","43"
"Canon","Canon","GA","Georgia","34.3455","-83.1107","785","97"
"Ubly","Ubly","MI","Michigan","43.7082","-82.9356","785","230"
"Willow Valley","Willow Valley","AZ","Arizona","34.9296","-114.6159","785","61"
"Brinnon","Brinnon","WA","Washington","47.6689","-122.9249","784","31"
"Enterprise","Enterprise","KS","Kansas","38.9029","-97.1162","784","451"
"Grapeview","Grapeview","WA","Washington","47.3316","-122.8413","784","82"
"Carrolltown","Carrolltown","PA","Pennsylvania","40.6048","-78.7072","784","437"
"Bovey","Bovey","MN","Minnesota","47.2962","-93.4036","784","132"
"Seven Mile","Seven Mile","OH","Ohio","39.4859","-84.5522","784","418"
"Yachats","Yachats","OR","Oregon","44.3126","-124.1022","784","332"
"Spearville","Spearville","KS","Kansas","37.8481","-99.7548","784","482"
"Hayneville","Hayneville","AL","Alabama","32.1822","-86.5787","784","162"
"Tierra Amarilla","Tierra Amarilla","NM","New Mexico","36.7061","-106.5599","784","112"
"Aulander","Aulander","NC","North Carolina","36.2280","-77.1136","783","204"
"Woodhull","Woodhull","IL","Illinois","41.1784","-90.3221","783","342"
"Mountain Pine","Mountain Pine","AR","Arkansas","34.5693","-93.1726","783","182"
"Knippa","Knippa","TX","Texas","29.3076","-99.6329","783","59"
"Fultonville","Fultonville","NY","New York","42.9463","-74.3704","783","633"
"Newborn","Newborn","GA","Georgia","33.5163","-83.6959","783","189"
"Climax","Climax","MI","Michigan","42.2383","-85.3360","783","286"
"Alhambra Valley","Alhambra Valley","CA","California","37.9665","-122.1320","783","225"
"Pearl City","Pearl City","IL","Illinois","42.2668","-89.8271","783","471"
"Anacoco","Anacoco","LA","Louisiana","31.2545","-93.3440","783","98"
"Gila Crossing","Gila Crossing","AZ","Arizona","33.2730","-112.1627","783","347"
"Byrdstown","Byrdstown","TN","Tennessee","36.5737","-85.1342","783","203"
"Mountain Road","Mountain Road","VA","Virginia","36.7585","-78.9890","783","35"
"Wallace","Wallace","ID","Idaho","47.4736","-115.9227","782","332"
"Windfall City","Windfall City","IN","Indiana","40.3619","-85.9584","782","745"
"Norphlet","Norphlet","AR","Arkansas","33.3199","-92.6620","782","147"
"Steinhatchee","Steinhatchee","FL","Florida","29.6795","-83.3837","782","94"
"Doyline","Doyline","LA","Louisiana","32.5250","-93.4118","782","90"
"Foxfield","Foxfield","CO","Colorado","39.5881","-104.7857","782","228"
"Indio Hills","Indio Hills","CA","California","33.8411","-116.2484","782","13"
"Sheatown","Sheatown","PA","Pennsylvania","41.1938","-76.0188","782","585"
"Birnamwood","Birnamwood","WI","Wisconsin","44.9319","-89.2094","782","137"
"Manns Harbor","Manns Harbor","NC","North Carolina","35.8934","-75.7733","782","74"
"Hana","Hana","HI","Hawaii","20.7720","-156.0107","782","28"
"Pepin","Pepin","WI","Wisconsin","44.4423","-92.1482","781","417"
"Walnut Grove","Walnut Grove","MO","Missouri","37.4113","-93.5480","781","485"
"Lyndonville","Lyndonville","NY","New York","43.3213","-78.3891","781","294"
"Kindred","Kindred","ND","North Dakota","46.6494","-97.0170","781","208"
"Rio Grande","Rio Grande","OH","Ohio","38.8797","-82.3790","781","220"
"Scurry","Scurry","TX","Texas","32.5127","-96.3850","781","162"
"Keysville","Keysville","VA","Virginia","37.0390","-78.4804","781","256"
"Allentown","Allentown","FL","Florida","30.7744","-87.0822","781","10"
"Deckerville","Deckerville","MI","Michigan","43.5265","-82.7420","781","241"
"Gibraltar","Gibraltar","PA","Pennsylvania","40.2809","-75.8608","781","256"
"Beulah Valley","Beulah Valley","CO","Colorado","38.0664","-104.9785","780","43"
"Woodsburgh","Woodsburgh","NY","New York","40.6215","-73.7068","780","884"
"Meriden","Meriden","KS","Kansas","39.1897","-95.5679","780","398"
"Loon Lake","Loon Lake","WA","Washington","48.0685","-117.6297","780","92"
"Alma","Alma","KS","Kansas","39.0151","-96.2873","780","515"
"Millersburg","Millersburg","KY","Kentucky","38.3041","-84.1450","780","735"
"Savona","Savona","NY","New York","42.2830","-77.2238","780","289"
"Marion","Marion","SD","South Dakota","43.4236","-97.2605","780","347"
"Worden","Worden","MT","Montana","45.9623","-108.1623","780","152"
"Branchville","Branchville","NJ","New Jersey","41.1471","-74.7495","779","507"
"Stantonsburg","Stantonsburg","NC","North Carolina","35.6056","-77.8198","779","511"
"Virginia City","Virginia City","NV","Nevada","39.3076","-119.6483","779","347"
"Belgrade","Belgrade","MN","Minnesota","45.4506","-94.9998","779","250"
"Cissna Park","Cissna Park","IL","Illinois","40.5670","-87.8922","779","414"
"McKee","McKee","KY","Kentucky","37.4301","-83.9860","779","125"
"Greensburg","Greensburg","KS","Kansas","37.6049","-99.2896","778","167"
"Riceboro","Riceboro","GA","Georgia","31.7264","-81.4438","778","27"
"Beaverdale","Beaverdale","PA","Pennsylvania","40.3243","-78.7011","778","189"
"Hewitt","Hewitt","WI","Wisconsin","44.6425","-90.1049","778","322"
"Lesage","Lesage","WV","West Virginia","38.4870","-82.2930","778","49"
"Netarts","Netarts","OR","Oregon","45.4356","-123.9344","778","115"
"Douglas","Douglas","AL","Alabama","34.1705","-86.3224","778","88"
"Montrose","Montrose","IA","Iowa","40.5258","-91.4158","778","247"
"Ossian","Ossian","IA","Iowa","43.1469","-91.7646","778","282"
"Middle Amana","Middle Amana","IA","Iowa","41.7945","-91.9010","778","290"
"Stokes","Stokes","NC","North Carolina","35.7105","-77.2676","777","67"
"Alexis","Alexis","IL","Illinois","41.0630","-90.5555","777","631"
"Wagram","Wagram","NC","North Carolina","34.8891","-79.3652","777","205"
"Maricao","Maricao","PR","Puerto Rico","18.1836","-66.9809","777","1843"
"Flint Hill","Flint Hill","MO","Missouri","38.8627","-90.8724","777","93"
"Hartford","Hartford","IA","Iowa","41.4577","-93.4038","777","276"
"Blue Ridge Manor","Blue Ridge Manor","KY","Kentucky","38.2434","-85.5647","777","1616"
"Oshkosh","Oshkosh","NE","Nebraska","41.4080","-102.3452","777","448"
"Hugo","Hugo","CO","Colorado","39.1362","-103.4731","777","329"
"Woodridge","Woodridge","NY","New York","41.7122","-74.5740","777","177"
"Loma Linda","Loma Linda","MO","Missouri","36.9858","-94.5922","776","84"
"Conway","Conway","MO","Missouri","37.5057","-92.8312","776","164"
"Seligman","Seligman","AZ","Arizona","35.3256","-112.8573","776","46"
"Marshallville","Marshallville","OH","Ohio","40.8996","-81.7330","776","506"
"Wrightstown","Wrightstown","NJ","New Jersey","40.0258","-74.6317","776","161"
"Garrison","Garrison","KY","Kentucky","38.6075","-83.1834","776","111"
"Baltic","Baltic","OH","Ohio","40.4436","-81.7016","776","407"
"York Springs","York Springs","PA","Pennsylvania","40.0093","-77.1159","776","1504"
"Susan Moore","Susan Moore","AL","Alabama","34.0799","-86.4234","776","57"
"Neopit","Neopit","WI","Wisconsin","44.9877","-88.8226","776","24"
"Ashland","Ashland","KS","Kansas","37.1866","-99.7697","775","176"
"Damascus","Damascus","VA","Virginia","36.6326","-81.7891","775","375"
"Dayton","Dayton","IA","Iowa","42.2622","-94.0712","775","353"
"Sawmill","Sawmill","AZ","Arizona","35.8924","-109.1538","775","51"
"North Hills","North Hills","WV","West Virginia","39.3150","-81.5087","774","527"
"Bishopville","Bishopville","MD","Maryland","38.4413","-75.2092","774","104"
"Warsaw","Warsaw","MN","Minnesota","44.2576","-93.3771","774","346"
"Wellston","Wellston","OK","Oklahoma","35.6861","-97.0616","774","223"
"Holly","Holly","CO","Colorado","38.0554","-102.1247","774","413"
"East Galesburg","East Galesburg","IL","Illinois","40.9429","-90.3109","774","218"
"Siren","Siren","WI","Wisconsin","45.7826","-92.3823","774","249"
"Alakanuk","Alakanuk","AK","Alaska","62.6902","-164.6305","774","9"
"Sanderson","Sanderson","TX","Texas","30.1508","-102.4079","774","71"
"Cheyenne","Cheyenne","OK","Oklahoma","35.6102","-99.6782","774","308"
"Happy Valley","Happy Valley","NM","New Mexico","32.4235","-104.2903","774","139"
"Grand Junction","Grand Junction","IA","Iowa","42.0330","-94.2370","773","308"
"Breesport","Breesport","NY","New York","42.1816","-76.7358","773","183"
"Sterling","Sterling","OK","Oklahoma","34.7498","-98.1729","773","370"
"Hemingford","Hemingford","NE","Nebraska","42.3214","-103.0752","773","438"
"Lowden","Lowden","IA","Iowa","41.8589","-90.9229","773","277"
"Atlantic","Atlantic","VA","Virginia","37.9023","-75.5058","773","50"
"Bailey's Prairie","Bailey's Prairie","TX","Texas","29.1527","-95.4977","773","42"
"Somerville","Somerville","AL","Alabama","34.4676","-86.7935","773","97"
"Cedar Hill","Cedar Hill","NM","New Mexico","36.9296","-107.8871","773","55"
"Lake Village","Lake Village","IN","Indiana","41.1308","-87.4390","773","75"
"Log Cabin","Log Cabin","TX","Texas","32.2231","-96.0222","772","284"
"Kirklin","Kirklin","IN","Indiana","40.1929","-86.3593","772","707"
"Plumerville","Plumerville","AR","Arkansas","35.1600","-92.6424","772","277"
"Copenhagen","Copenhagen","NY","New York","43.8934","-75.6726","772","253"
"Patoka","Patoka","IN","Indiana","38.4015","-87.5875","772","271"
"Biron","Biron","WI","Wisconsin","44.4281","-89.7660","772","64"
"Forest Ranch","Forest Ranch","CA","California","39.8952","-121.6705","772","21"
"Blue Ridge Shores","Blue Ridge Shores","VA","Virginia","38.1091","-78.0235","772","217"
"Vernon","Vernon","MI","Michigan","42.9392","-84.0329","772","299"
"Earlville","Earlville","IA","Iowa","42.4826","-91.2700","772","528"
"Hermitage","Hermitage","AR","Arkansas","33.4471","-92.1712","771","275"
"Valley Brook","Valley Brook","OK","Oklahoma","35.4027","-97.4814","771","1138"
"Bucklin","Bucklin","KS","Kansas","37.5488","-99.6344","771","517"
"Coward","Coward","SC","South Carolina","33.9721","-79.7490","771","84"
"Screven","Screven","GA","Georgia","31.4840","-82.0171","771","138"
"Phelps","Phelps","KY","Kentucky","37.5090","-82.1605","771","37"
"Toledo","Toledo","WA","Washington","46.4415","-122.8497","771","755"
"Vermontville","Vermontville","MI","Michigan","42.6269","-85.0248","771","235"
"Valle Vista","Valle Vista","TX","Texas","26.3161","-98.6546","771","3717"
"Central City","Central City","CO","Colorado","39.7943","-105.5117","770","137"
"Chalfant","Chalfant","PA","Pennsylvania","40.4100","-79.8387","770","1868"
"Black Creek","Black Creek","NC","North Carolina","35.6366","-77.9331","770","414"
"Espino","Espino","PR","Puerto Rico","18.2760","-67.1194","770","712"
"Round Lake","Round Lake","NY","New York","42.9376","-73.7958","770","264"
"Dover","Dover","MN","Minnesota","43.9699","-92.1341","770","293"
"Norvelt","Norvelt","PA","Pennsylvania","40.2050","-79.4970","770","165"
"Wall Lake","Wall Lake","IA","Iowa","42.2672","-95.0927","769","241"
"Walnut","Walnut","IA","Iowa","41.4895","-95.2197","769","134"
"Boswell","Boswell","IN","Indiana","40.5173","-87.3756","769","335"
"Pleasant Hill","Pleasant Hill","NC","North Carolina","36.2580","-80.8904","769","114"
"Exira","Exira","IA","Iowa","41.5920","-94.8811","769","291"
"Hanna","Hanna","WY","Wyoming","41.8698","-106.5596","769","145"
"White Lake","White Lake","NC","North Carolina","34.6417","-78.4969","769","289"
"Exeter","Exeter","MO","Missouri","36.6707","-93.9401","769","375"
"Schroon Lake","Schroon Lake","NY","New York","43.8345","-73.7647","769","102"
"Payne Springs","Payne Springs","TX","Texas","32.2872","-96.0889","769","140"
"Hanover","Hanover","IL","Illinois","42.2553","-90.2737","768","264"
"Lamberton","Lamberton","MN","Minnesota","44.2306","-95.2676","768","388"
"Polk","Polk","PA","Pennsylvania","41.3691","-79.9311","768","146"
"Brantley","Brantley","AL","Alabama","31.5822","-86.2569","768","95"
"West Concord","West Concord","MN","Minnesota","44.1529","-92.8995","768","273"
"Jeffersonville","Jeffersonville","VT","Vermont","44.6427","-72.8282","768","382"
"St. Georges","St. Georges","DE","Delaware","39.5577","-75.6533","767","305"
"Quiogue","Quiogue","NY","New York","40.8201","-72.6280","767","235"
"Finzel","Finzel","MD","Maryland","39.7018","-78.9520","767","75"
"Linden","Linden","IN","Indiana","40.1889","-86.9023","767","757"
"Knightsville","Knightsville","IN","Indiana","39.5253","-87.0891","767","285"
"Viborg","Viborg","SD","South Dakota","43.1715","-97.0798","767","737"
"Kraemer","Kraemer","LA","Louisiana","29.8606","-90.6337","767","56"
"Ashland Heights","Ashland Heights","SD","South Dakota","44.1293","-103.1286","767","101"
"Tiskilwa","Tiskilwa","IL","Illinois","41.2928","-89.5081","766","578"
"Raleigh","Raleigh","FL","Florida","29.4479","-82.4680","766","152"
"White Springs","White Springs","FL","Florida","30.3317","-82.7562","766","161"
"Plain","Plain","WI","Wisconsin","43.2779","-90.0423","766","355"
"May Creek","May Creek","WA","Washington","47.8556","-121.6744","766","465"
"Philip","Philip","SD","South Dakota","44.0408","-101.6646","765","497"
"Hardy","Hardy","AR","Arkansas","36.3187","-91.4791","765","57"
"Geyserville","Geyserville","CA","California","38.7173","-122.9034","765","65"
"Elysian","Elysian","MN","Minnesota","44.2067","-93.6765","765","247"
"Eden","Eden","MD","Maryland","38.2792","-75.6533","765","52"
"Oregon","Oregon","MO","Missouri","39.9861","-95.1433","765","318"
"Lancaster","Lancaster","MO","Missouri","40.5238","-92.5314","765","198"
"Riceville","Riceville","IA","Iowa","43.3621","-92.5541","764","268"
"Cluster Springs","Cluster Springs","VA","Virginia","36.6128","-78.9221","764","34"
"Eden Roc","Eden Roc","HI","Hawaii","19.4917","-155.0958","764","46"
"Hannawa Falls","Hannawa Falls","NY","New York","44.6017","-74.9738","764","57"
"Dunseith","Dunseith","ND","North Dakota","48.8130","-100.0622","764","294"
"Miracle Valley","Miracle Valley","AZ","Arizona","31.3829","-110.1484","764","539"
"Sierra Blanca","Sierra Blanca","TX","Texas","31.1834","-105.3395","764","62"
"Alanson","Alanson","MI","Michigan","45.4425","-84.7871","764","299"
"Tickfaw","Tickfaw","LA","Louisiana","30.5769","-90.4871","764","182"
"Mamers","Mamers","NC","North Carolina","35.4160","-78.9390","763","48"
"Columbiaville","Columbiaville","MI","Michigan","43.1567","-83.4069","763","333"
"Port Deposit","Port Deposit","MD","Maryland","39.6111","-76.0980","763","130"
"Powellton","Powellton","WV","West Virginia","38.0941","-81.3220","763","55"
"Eagleville","Eagleville","TN","Tennessee","35.7391","-86.6528","763","104"
"Andersonville","Andersonville","OH","Ohio","39.4338","-83.0190","763","129"
"Corinne","Corinne","UT","Utah","41.5497","-112.1227","763","77"
"Homecroft","Homecroft","IN","Indiana","39.6696","-86.1312","763","1227"
"Lopatcong Overlook","Lopatcong Overlook","NJ","New Jersey","40.6972","-75.1452","763","810"
"Triadelphia","Triadelphia","WV","West Virginia","40.0483","-80.6230","762","437"
"Garza-Salinas II","Garza-Salinas II","TX","Texas","26.3519","-98.7595","762","3710"
"Kwethluk","Kwethluk","AK","Alaska","60.7978","-161.4147","762","29"
"Shindler","Shindler","SD","South Dakota","43.4677","-96.6355","762","195"
"Kiowa","Kiowa","CO","Colorado","39.3436","-104.4580","761","341"
"Milo","Milo","IA","Iowa","41.2892","-93.4406","761","484"
"Pilot Grove","Pilot Grove","MO","Missouri","38.8736","-92.9126","761","698"
"Throckmorton","Throckmorton","TX","Texas","33.1820","-99.1798","761","177"
"Hymera","Hymera","IN","Indiana","39.1859","-87.2989","761","412"
"Moyie Springs","Moyie Springs","ID","Idaho","48.7247","-116.1954","761","194"
"Red Cross","Red Cross","NC","North Carolina","35.2659","-80.3622","761","82"
"Eldred","Eldred","PA","Pennsylvania","41.9562","-78.3818","761","358"
"Hamlet","Hamlet","IN","Indiana","41.3792","-86.5831","761","304"
"Cowley","Cowley","WY","Wyoming","44.8834","-108.4693","761","336"
"Sharon Springs","Sharon Springs","KS","Kansas","38.8943","-101.7512","760","325"
"Grass Valley","Grass Valley","NV","Nevada","40.7971","-117.7603","760","8"
"New Site","New Site","AL","Alabama","33.0283","-85.7801","760","29"
"Montgomery","Montgomery","IN","Indiana","38.6655","-87.0493","759","181"
"Tipton","Tipton","OK","Oklahoma","34.5020","-99.1383","759","433"
"La Farge","La Farge","WI","Wisconsin","43.5782","-90.6381","759","290"
"Meadow Vale","Meadow Vale","KY","Kentucky","38.2833","-85.5728","759","1502"
"Columbia","Columbia","NC","North Carolina","35.9201","-76.2420","759","243"
"Braceville","Braceville","IL","Illinois","41.2280","-88.2464","759","94"
"Bixby","Bixby","TX","Texas","26.1400","-97.8562","759","186"
"Comunas","Comunas","PR","Puerto Rico","18.0871","-65.8404","758","468"
"Lake View","Lake View","SC","South Carolina","34.3406","-79.1663","758","173"
"Essex","Essex","IL","Illinois","41.1819","-88.1926","758","125"
"Riverdale","Riverdale","VA","Virginia","36.6764","-78.8944","758","36"
"Alliance","Alliance","NC","North Carolina","35.1435","-76.8084","758","140"
"Scarbro","Scarbro","WV","West Virginia","37.9504","-81.1666","758","435"
"Cuba","Cuba","NM","New Mexico","36.0146","-106.9680","757","89"
"Diamondville","Diamondville","WY","Wyoming","41.7771","-110.5357","757","250"
"Howard","Howard","SD","South Dakota","44.0116","-97.5245","757","304"
"Hilltop","Hilltop","MN","Minnesota","45.0536","-93.2501","757","2451"
"Tetherow","Tetherow","OR","Oregon","44.0389","-121.3665","757","137"
"Clinton","Clinton","MT","Montana","46.7718","-113.7170","757","89"
"Knoxville","Knoxville","AR","Arkansas","35.3780","-93.3632","756","91"
"Ooltewah","Ooltewah","TN","Tennessee","35.0723","-85.0546","756","472"
"Ringtown","Ringtown","PA","Pennsylvania","40.8565","-76.2350","756","665"
