"city","city_ascii","state_id","state_name","lat","lng","population","density"
"New York","New York","NY","New York","40.6943","-73.9249","18713220","10715"
"Los Angeles","Los Angeles","CA","California","34.1139","-118.4068","12750807","3276"
"Chicago","Chicago","IL","Illinois","41.8373","-87.6862","8604203","4574"
"Miami","Miami","FL","Florida","25.7839","-80.2102","6445545","5019"
"Dallas","Dallas","TX","Texas","32.7936","-96.7662","5743938","1526"
"Philadelphia","Philadelphia","PA","Pennsylvania","40.0077","-75.1339","5649300","4554"
"Houston","Houston","TX","Texas","29.7863","-95.3889","5464251","1399"
"Atlanta","Atlanta","GA","Georgia","33.7627","-84.4224","5449398","1441"
"Washington","Washington","DC","District of Columbia","38.9047","-77.0163","5379184","4457"
"Boston","Boston","MA","Massachusetts","42.3188","-71.0846","4688346","5532"
"Phoenix","Phoenix","AZ","Arizona","33.5722","-112.0891","4219697","1253"
"Seattle","Seattle","WA","Washington","47.6211","-122.3244","3789215","3469"
"San Francisco","San Francisco","CA","California","37.7562","-122.4430","3592294","7256"
"Detroit","Detroit","MI","Michigan","42.3834","-83.1024","3506126","1864"
"San Diego","San Diego","CA","California","32.8312","-117.1225","3220118","1686"
"Minneapolis","Minneapolis","MN","Minnesota","44.9635","-93.2678","2977172","3071"
"Tampa","Tampa","FL","Florida","27.9942","-82.4451","2908063","1353"
"Denver","Denver","CO","Colorado","39.7621","-104.8759","2876625","1831"
"Brooklyn","Brooklyn","NY","New York","40.6501","-73.9496","2559903","14221"
"Queens","Queens","NY","New York","40.7498","-73.7976","2230722","7885"
"Riverside","Riverside","CA","California","33.9381","-117.3948","2107852","1574"
"Baltimore","Baltimore","MD","Maryland","39.3051","-76.6144","2106068","2830"
"Las Vegas","Las Vegas","NV","Nevada","36.2333","-115.2654","2104198","1773"
"Portland","Portland","OR","Oregon","45.5372","-122.6500","2074775","1894"
"San Antonio","San Antonio","TX","Texas","29.4658","-98.5253","2049293","1231"
"St. Louis","St. Louis","MO","Missouri","38.6358","-90.2451","2024074","1879"
"Sacramento","Sacramento","CA","California","38.5667","-121.4683","1898019","2029"
"Orlando","Orlando","FL","Florida","28.4772","-81.3369","1822394","1003"
"San Jose","San Jose","CA","California","37.3019","-121.8486","1798103","2218"
"Cleveland","Cleveland","OH","Ohio","41.4767","-81.6804","1710093","1893"
"Pittsburgh","Pittsburgh","PA","Pennsylvania","40.4396","-79.9762","1703266","2093"
"Austin","Austin","TX","Texas","30.3004","-97.7522","1687311","1181"
"Cincinnati","Cincinnati","OH","Ohio","39.1413","-84.5061","1662691","1507"
"Kansas City","Kansas City","MO","Missouri","39.1239","-94.5541","1636715","607"
"Manhattan","Manhattan","NY","New York","40.7834","-73.9662","1628706","27545"
"Indianapolis","Indianapolis","IN","Indiana","39.7771","-86.1458","1588961","935"
"Columbus","Columbus","OH","Ohio","39.9862","-82.9850","1562009","1582"
"Charlotte","Charlotte","NC","North Carolina","35.2080","-80.8304","1512923","1113"
"Virginia Beach","Virginia Beach","VA","Virginia","36.7335","-76.0435","1478868","709"
"Bronx","Bronx","NY","New York","40.8501","-73.8662","1418207","12862"
"Milwaukee","Milwaukee","WI","Wisconsin","43.0642","-87.9673","1365787","2369"
"Providence","Providence","RI","Rhode Island","41.8230","-71.4187","1203230","3773"
"Jacksonville","Jacksonville","FL","Florida","30.3322","-81.6749","1181496","470"
"Salt Lake City","Salt Lake City","UT","Utah","40.7777","-111.9306","1098526","699"
"Nashville","Nashville","TN","Tennessee","36.1715","-86.7843","1081903","544"
"Richmond","Richmond","VA","Virginia","37.5295","-77.4756","1075798","1484"
"Memphis","Memphis","TN","Tennessee","35.1046","-89.9773","1066967","792"
"Raleigh","Raleigh","NC","North Carolina","35.8325","-78.6435","1038738","1254"
"New Orleans","New Orleans","LA","Louisiana","30.0687","-89.9288","1020886","889"
"Louisville","Louisville","KY","Kentucky","38.1663","-85.6485","1005654","905"
"Oklahoma City","Oklahoma City","OK","Oklahoma","35.4676","-97.5136","972943","417"
"Bridgeport","Bridgeport","CT","Connecticut","41.1918","-73.1953","924449","3470"
"Buffalo","Buffalo","NY","New York","42.9016","-78.8487","914341","2441"
"Fort Worth","Fort Worth","TX","Texas","32.7811","-97.3473","909585","1016"
"Hartford","Hartford","CT","Connecticut","41.7661","-72.6834","905152","2712"
"Tucson","Tucson","AZ","Arizona","32.1545","-110.8782","888486","889"
"Omaha","Omaha","NE","Nebraska","41.2627","-96.0522","847819","1309"
"El Paso","El Paso","TX","Texas","31.8479","-106.4309","843386","1022"
"Honolulu","Honolulu","HI","Hawaii","21.3294","-157.8460","820987","2200"
"McAllen","McAllen","TX","Texas","26.2273","-98.2471","804114","841"
"Albuquerque","Albuquerque","NM","New Mexico","35.1053","-106.6464","761195","1155"
"Birmingham","Birmingham","AL","Alabama","33.5277","-86.7987","739573","553"
"Sarasota","Sarasota","FL","Florida","27.3386","-82.5431","722243","1528"
"Dayton","Dayton","OH","Ohio","39.7797","-84.1998","718353","978"
"Rochester","Rochester","NY","New York","43.1680","-77.6162","703952","2220"
"Fresno","Fresno","CA","California","36.7831","-119.7941","703498","1789"
"Allentown","Allentown","PA","Pennsylvania","40.5961","-75.4756","683794","2672"
"Tulsa","Tulsa","OK","Oklahoma","36.1284","-95.9042","671033","784"
"Cape Coral","Cape Coral","FL","Florida","26.6446","-81.9956","668382","708"
"Concord","Concord","CA","California","37.9722","-122.0016","652308","1633"
"Colorado Springs","Colorado Springs","CO","Colorado","38.8674","-104.7606","642413","946"
"Charleston","Charleston","SC","South Carolina","32.8153","-79.9628","628377","480"
"Springfield","Springfield","MA","Massachusetts","42.1155","-72.5395","623401","1860"
"Grand Rapids","Grand Rapids","MI","Michigan","42.9620","-85.6562","609314","1734"
"Mission Viejo","Mission Viejo","CA","California","33.6095","-117.6550","590249","2058"
"Albany","Albany","NY","New York","42.6664","-73.7987","586383","1740"
"Knoxville","Knoxville","TN","Tennessee","35.9692","-83.9496","586048","733"
"Bakersfield","Bakersfield","CA","California","35.3529","-119.0359","579295","990"
"Ogden","Ogden","UT","Utah","41.2278","-111.9682","578523","1230"
"Baton Rouge","Baton Rouge","LA","Louisiana","30.4418","-91.1310","570308","983"
"Akron","Akron","OH","Ohio","41.0798","-81.5219","565208","1231"
"New Haven","New Haven","CT","Connecticut","41.3112","-72.9246","564830","2690"
"Columbia","Columbia","SC","South Carolina","34.0376","-80.9037","560041","373"
"Mesa","Mesa","AZ","Arizona","33.4017","-111.7180","518012","1448"
"Palm Bay","Palm Bay","FL","Florida","27.9550","-80.6627","507002","456"
"Provo","Provo","UT","Utah","40.2457","-111.6457","500617","1080"
"Worcester","Worcester","MA","Massachusetts","42.2705","-71.8079","498328","1916"
"Murrieta","Murrieta","CA","California","33.5720","-117.1909","496046","1335"
"Greenville","Greenville","SC","South Carolina","34.8353","-82.3647","484465","920"
"Wichita","Wichita","KS","Kansas","37.6896","-97.3442","482249","931"
"Toledo","Toledo","OH","Ohio","41.6639","-83.5822","482111","1308"
"Staten Island","Staten Island","NY","New York","40.5834","-74.1496","476143","3156"
"Des Moines","Des Moines","IA","Iowa","41.5725","-93.6105","473957","938"
"Long Beach","Long Beach","CA","California","33.7981","-118.1675","462628","3523"
"Port St. Lucie","Port St. Lucie","FL","Florida","27.2796","-80.3883","461152","653"
"Denton","Denton","TX","Texas","33.2176","-97.1419","457177","567"
"Madison","Madison","WI","Wisconsin","43.0826","-89.3931","447245","1263"
"Reno","Reno","NV","Nevada","39.5497","-119.8483","445020","907"
"Harrisburg","Harrisburg","PA","Pennsylvania","40.2752","-76.8843","442289","2343"
"Little Rock","Little Rock","AR","Arkansas","34.7256","-92.3576","439815","634"
"Oakland","Oakland","CA","California","37.7903","-122.2165","433031","2991"
"Durham","Durham","NC","North Carolina","35.9794","-78.9031","424700","959"
"Winston-Salem","Winston-Salem","NC","North Carolina","36.1029","-80.2611","422269","721"
"Bonita Springs","Bonita Springs","FL","Florida","26.3559","-81.7861","421291","600"
"Indio","Indio","CA","California","33.7346","-116.2346","417059","1066"
"Palm Coast","Palm Coast","FL","Florida","29.5392","-81.2460","417007","364"
"Chattanooga","Chattanooga","TN","Tennessee","35.0657","-85.2488","415501","493"
"Spokane","Spokane","WA","Washington","47.6671","-117.4330","412275","1247"
"Syracuse","Syracuse","NY","New York","43.0409","-76.1438","404223","2195"
"Lancaster","Lancaster","PA","Pennsylvania","40.0421","-76.3012","401524","3166"
"Arlington","Arlington","TX","Texas","32.6998","-97.1250","398854","1607"
"Stockton","Stockton","CA","California","37.9765","-121.3109","397264","1941"
"Poughkeepsie","Poughkeepsie","NY","New York","41.6949","-73.9210","394760","2290"
"Augusta","Augusta","GA","Georgia","33.3645","-82.0708","390809","252"
"Boise","Boise","ID","Idaho","43.6007","-116.2312","389280","1056"
"Oxnard","Oxnard","CA","California","34.1963","-119.1815","387647","3040"
"Scranton","Scranton","PA","Pennsylvania","41.4044","-75.6649","384250","1169"
"Modesto","Modesto","CA","California","37.6374","-121.0028","383134","1933"
"Kissimmee","Kissimmee","FL","Florida","28.3042","-81.4164","382720","1349"
"Aurora","Aurora","CO","Colorado","39.7087","-104.7273","379289","949"
"Youngstown","Youngstown","OH","Ohio","41.0993","-80.6463","378732","744"
"Fayetteville","Fayetteville","AR","Arkansas","36.0713","-94.1660","351246","625"
"Anaheim","Anaheim","CA","California","33.8390","-117.8572","350365","2688"
"Pensacola","Pensacola","FL","Florida","30.4427","-87.1886","346921","903"
"Victorville","Victorville","CA","California","34.5277","-117.3536","346789","641"
"Lancaster","Lancaster","CA","California","34.6935","-118.1753","343304","645"
"Greensboro","Greensboro","NC","North Carolina","36.0956","-79.8269","343090","887"
"Corpus Christi","Corpus Christi","TX","Texas","27.7260","-97.3755","342464","789"
"Fort Wayne","Fort Wayne","IN","Indiana","41.0886","-85.1437","334122","943"
"Santa Ana","Santa Ana","CA","California","33.7366","-117.8819","332318","4689"
"Flint","Flint","MI","Michigan","43.0235","-83.6922","332190","1103"
"Fayetteville","Fayetteville","NC","North Carolina","35.0846","-78.9776","327435","552"
"Jackson","Jackson","MS","Mississippi","32.3163","-90.2124","325350","558"
"Santa Rosa","Santa Rosa","CA","California","38.4458","-122.7067","324634","1605"
"Lansing","Lansing","MI","Michigan","42.7142","-84.5601","324286","1164"
"San Juan","San Juan","PR","Puerto Rico","18.4037","-66.0636","323279","3157"
"Lexington","Lexington","KY","Kentucky","38.0423","-84.4587","323152","439"
"Ann Arbor","Ann Arbor","MI","Michigan","42.2755","-83.7312","322267","1659"
"Henderson","Henderson","NV","Nevada","36.0133","-115.0380","320189","1165"
"Huntsville","Huntsville","AL","Alabama","34.6988","-86.6412","319249","361"
"Mobile","Mobile","AL","Alabama","30.6783","-88.1162","315502","522"
"Fort Collins","Fort Collins","CO","Colorado","40.5478","-105.0656","312666","1149"
"Asheville","Asheville","NC","North Carolina","35.5704","-82.5536","312507","786"
"Santa Clarita","Santa Clarita","CA","California","34.4175","-118.4964","312446","1162"
"St. Paul","St. Paul","MN","Minnesota","44.9477","-93.1040","308096","2288"
"Antioch","Antioch","CA","California","37.9789","-121.7958","302419","1466"
"Lakeland","Lakeland","FL","Florida","28.0556","-81.9545","302284","654"
"Trenton","Trenton","NJ","New Jersey","40.2236","-74.7641","290716","4238"
"Lincoln","Lincoln","NE","Nebraska","40.8090","-96.6788","289490","1160"
"Springfield","Springfield","MO","Missouri","37.1943","-93.2916","288090","786"
"Anchorage","Anchorage","AK","Alaska","61.1508","-149.1091","288000","65"
"Plano","Plano","TX","Texas","33.0502","-96.7487","287677","1549"
"Irvine","Irvine","CA","California","33.6772","-117.7738","287401","1691"
"Davenport","Davenport","IA","Iowa","41.5563","-90.6052","285362","617"
"Rockford","Rockford","IL","Illinois","42.2597","-89.0641","282762","873"
"Newark","Newark","NJ","New Jersey","40.7245","-74.1725","282011","4509"
"South Bend","South Bend","IN","Indiana","41.6767","-86.2696","280498","938"
"Shreveport","Shreveport","LA","Louisiana","32.4656","-93.7956","280062","672"
"Round Lake Beach","Round Lake Beach","IL","Illinois","42.3790","-88.0811","279381","2073"
"Savannah","Savannah","GA","Georgia","32.0281","-81.1784","276295","536"
"Myrtle Beach","Myrtle Beach","SC","South Carolina","33.7096","-78.8843","275579","568"
"Chula Vista","Chula Vista","CA","California","32.6281","-117.0145","274492","2134"
"Eugene","Eugene","OR","Oregon","44.0563","-123.1173","273439","1510"
"Canton","Canton","OH","Ohio","40.8075","-81.3677","269418","1040"
"Lubbock","Lubbock","TX","Texas","33.5659","-101.8878","267648","741"
"Reading","Reading","PA","Pennsylvania","40.3400","-75.9267","267155","3466"
"Winter Haven","Winter Haven","FL","Florida","28.0118","-81.7017","267069","538"
"Salem","Salem","OR","Oregon","44.9231","-123.0246","266804","1382"
"St. Petersburg","St. Petersburg","FL","Florida","27.7931","-82.6652","265351","1656"
"Lafayette","Lafayette","LA","Louisiana","30.2084","-92.0323","264357","877"
"Laredo","Laredo","TX","Texas","27.5629","-99.4875","262491","958"
"Jersey City","Jersey City","NJ","New Jersey","40.7161","-74.0682","262075","6863"
"Concord","Concord","NC","North Carolina","35.3933","-80.6366","261801","585"
"Columbus","Columbus","GA","Georgia","32.5100","-84.8771","261445","349"
"Chandler","Chandler","AZ","Arizona","33.2826","-111.8516","261165","1548"
"McKinney","McKinney","TX","Texas","33.2015","-96.6669","258277","1148"
"Scottsdale","Scottsdale","AZ","Arizona","33.6872","-111.8651","258069","541"
"Killeen","Killeen","TX","Texas","31.0754","-97.7296","258009","1073"
"Tallahassee","Tallahassee","FL","Florida","30.4551","-84.2526","257601","747"
"Peoria","Peoria","IL","Illinois","40.7520","-89.6153","256286","888"
"Wilmington","Wilmington","NC","North Carolina","34.2100","-77.8866","255616","929"
"Montgomery","Montgomery","AL","Alabama","32.3473","-86.2666","254634","479"
"Gilbert","Gilbert","AZ","Arizona","33.3101","-111.7463","254114","1432"
"Glendale","Glendale","AZ","Arizona","33.5791","-112.2311","252381","1582"
"North Las Vegas","North Las Vegas","NV","Nevada","36.2880","-115.0901","251974","992"
"Chesapeake","Chesapeake","VA","Virginia","36.6778","-76.3024","244835","279"
"Barnstable","Barnstable","MA","Massachusetts","41.6722","-70.3599","242847","286"
"Norfolk","Norfolk","VA","Virginia","36.8945","-76.2590","242742","1759"
"Fremont","Fremont","CA","California","37.5265","-121.9852","241110","1201"
"Kennewick","Kennewick","WA","Washington","46.1978","-119.1732","240735","1186"
"Garland","Garland","TX","Texas","32.9100","-96.6305","239928","1623"
"Irving","Irving","TX","Texas","32.8584","-96.9702","239798","1380"
"Visalia","Visalia","CA","California","36.3276","-119.3269","237386","1370"
"Atlantic City","Atlantic City","NJ","New Jersey","39.3797","-74.4527","237054","1354"
"Paradise","Paradise","NV","Nevada","36.0807","-115.1369","235087","1942"
"Nashua","Nashua","NH","New Hampshire","42.7491","-71.4910","233917","1118"
"Arlington","Arlington","VA","Virginia","38.8786","-77.1011","233464","3467"
"Hialeah","Hialeah","FL","Florida","25.8696","-80.3046","233339","4174"
"York","York","PA","Pennsylvania","39.9651","-76.7315","233184","3204"
"Evansville","Evansville","IN","Indiana","37.9881","-87.5341","230427","962"
"Avondale","Avondale","AZ","Arizona","33.3858","-112.3236","227289","750"
"Brownsville","Brownsville","TX","Texas","25.9980","-97.4565","227239","533"
"Gulfport","Gulfport","MS","Mississippi","30.4271","-89.0703","220987","497"
"Appleton","Appleton","WI","Wisconsin","44.2779","-88.3891","220570","1156"
"Bremerton","Bremerton","WA","Washington","47.5436","-122.7122","218400","561"
"Hickory","Hickory","NC","North Carolina","35.7425","-81.3230","218323","536"
"Tacoma","Tacoma","WA","Washington","47.2431","-122.4531","217827","1690"
"San Bernardino","San Bernardino","CA","California","34.1417","-117.2946","215784","1341"
"College Station","College Station","TX","Texas","30.5852","-96.2960","215243","890"
"Kalamazoo","Kalamazoo","MI","Michigan","42.2749","-85.5882","215193","1192"
"Thousand Oaks","Thousand Oaks","CA","California","34.1914","-118.8755","215029","885"
"Roanoke","Roanoke","VA","Virginia","37.2785","-79.9580","214674","900"
"Fontana","Fontana","CA","California","34.0968","-117.4599","214547","1923"
"Moreno Valley","Moreno Valley","CA","California","33.9244","-117.2045","213055","1604"
"North Port","North Port","FL","Florida","27.0577","-82.1975","209070","274"
"Fargo","Fargo","ND","North Dakota","46.8652","-96.8292","208675","967"
"Green Bay","Green Bay","WI","Wisconsin","44.5150","-87.9896","207557","887"
"Spring Valley","Spring Valley","NV","Nevada","36.0987","-115.2619","207127","2404"
"Amarillo","Amarillo","TX","Texas","35.1988","-101.8311","205603","756"
"Portland","Portland","ME","Maine","43.6773","-70.2715","203969","1185"
"Santa Barbara","Santa Barbara","CA","California","34.4285","-119.7202","202401","1808"
"Gainesville","Gainesville","FL","Florida","29.6804","-82.3458","202335","820"
"Olympia","Olympia","WA","Washington","47.0417","-122.8959","200915","1119"
"Frisco","Frisco","TX","Texas","33.1555","-96.8215","200490","1136"
"Yonkers","Yonkers","NY","New York","40.9466","-73.8674","200370","4295"
"Norwich","Norwich","CT","Connecticut","41.5495","-72.0882","200289","533"
"Glendale","Glendale","CA","California","34.1818","-118.2468","199303","2525"
"Huntington Beach","Huntington Beach","CA","California","33.6960","-118.0025","199223","2848"
"Deltona","Deltona","FL","Florida","28.9050","-81.2137","198361","960"
"Aurora","Aurora","IL","Illinois","41.7637","-88.2901","197757","1696"
"Tempe","Tempe","AZ","Arizona","33.3881","-111.9318","195805","1891"
"Overland Park","Overland Park","KS","Kansas","38.8870","-94.6870","195494","1003"
"Grand Prairie","Grand Prairie","TX","Texas","32.6872","-97.0209","194543","1039"
"Sunrise Manor","Sunrise Manor","NV","Nevada","36.1785","-115.0490","193781","2241"
"Waco","Waco","TX","Texas","31.5598","-97.1881","192315","605"
"Salinas","Salinas","CA","California","36.6884","-121.6317","190972","2562"
"Waterbury","Waterbury","CT","Connecticut","41.5583","-73.0361","189614","1456"
"Clarksville","Clarksville","TN","Tennessee","36.5695","-87.3420","188746","618"
"Cedar Rapids","Cedar Rapids","IA","Iowa","41.9665","-91.6782","188038","720"
"Sioux Falls","Sioux Falls","SD","South Dakota","43.5397","-96.7320","187239","907"
"Huntington","Huntington","WV","West Virginia","38.4109","-82.4344","186034","1073"
"Ontario","Ontario","CA","California","34.0393","-117.6064","185010","1429"
"Hagerstown","Hagerstown","MD","Maryland","39.6401","-77.7217","184755","1272"
"Erie","Erie","PA","Pennsylvania","42.1168","-80.0733","184484","1926"
"Vancouver","Vancouver","WA","Washington","45.6366","-122.5967","184463","1461"
"Nampa","Nampa","ID","Idaho","43.5845","-116.5631","184428","1167"
"Spartanburg","Spartanburg","SC","South Carolina","34.9437","-81.9257","182701","730"
"Gastonia","Gastonia","NC","North Carolina","35.2494","-81.1853","182581","577"
"Fort Lauderdale","Fort Lauderdale","FL","Florida","26.1412","-80.1464","182437","2036"
"Lorain","Lorain","OH","Ohio","41.4409","-82.1840","180279","1041"
"Murfreesboro","Murfreesboro","TN","Tennessee","35.8492","-86.4119","179951","919"
"High Point","High Point","NC","North Carolina","35.9907","-79.9938","179913","777"
"Newport News","Newport News","VA","Virginia","37.1051","-76.5185","179225","1002"
"Rancho Cucamonga","Rancho Cucamonga","CA","California","34.1248","-117.5666","177603","1709"
"Hemet","Hemet","CA","California","33.7341","-116.9969","177253","1125"
"Santa Cruz","Santa Cruz","CA","California","36.9789","-122.0346","176428","1957"
"Danbury","Danbury","CT","Connecticut","41.4016","-73.4710","176030","779"
"Peoria","Peoria","AZ","Arizona","33.7844","-112.2989","175961","386"
"Oceanside","Oceanside","CA","California","33.2247","-117.3083","175742","1644"
"Elk Grove","Elk Grove","CA","California","38.4160","-121.3842","174775","1605"
"Pembroke Pines","Pembroke Pines","FL","Florida","26.0128","-80.3382","173591","2051"
"Vallejo","Vallejo","CA","California","38.1133","-122.2358","173256","1524"
"Garden Grove","Garden Grove","CA","California","33.7787","-117.9601","171644","3690"
"Enterprise","Enterprise","NV","Nevada","36.0164","-115.2208","171108","1292"
"Medford","Medford","OR","Oregon","42.3372","-122.8537","170876","1243"
"Cary","Cary","NC","North Carolina","35.7820","-78.8191","170282","1119"
"Marysville","Marysville","WA","Washington","48.0809","-122.1561","170009","1308"
"Corona","Corona","CA","California","33.8616","-117.5649","169868","1640"
"Ocala","Ocala","FL","Florida","29.1780","-82.1511","169383","496"
"Fredericksburg","Fredericksburg","VA","Virginia","38.2992","-77.4872","168909","1072"
"Gainesville","Gainesville","GA","Georgia","34.2903","-83.8301","167371","506"
"Manchester","Manchester","NH","New Hampshire","42.9848","-71.4447","162877","1315"
"Bayamón","Bayamon","PR","Puerto Rico","18.3793","-66.1635","161034","2304"
"Champaign","Champaign","IL","Illinois","40.1144","-88.2735","159443","1503"
"Alexandria","Alexandria","VA","Virginia","38.8185","-77.0861","159428","4121"
"Hayward","Hayward","CA","California","37.6328","-122.0772","159203","1349"
"Springfield","Springfield","IL","Illinois","39.7710","-89.6538","158509","723"
"Lakewood","Lakewood","CO","Colorado","39.6977","-105.1168","157935","1416"
"Lafayette","Lafayette","IN","Indiana","40.3990","-86.8594","157820","942"
"Frederick","Frederick","MD","Maryland","39.4336","-77.4141","156787","1172"
"Lake Charles","Lake Charles","LA","Louisiana","30.2012","-93.2122","156181","674"
"Odessa","Odessa","TX","Texas","31.8831","-102.3406","155998","1052"
"Tuscaloosa","Tuscaloosa","AL","Alabama","33.2348","-87.5267","155499","631"
"Warner Robins","Warner Robins","GA","Georgia","32.5970","-83.6529","155140","805"
"Palmdale","Palmdale","CA","California","34.5944","-118.1057","155079","564"
"Hollywood","Hollywood","FL","Florida","26.0294","-80.1679","154817","2192"
"Midland","Midland","TX","Texas","32.0249","-102.1137","154793","758"
"Leesburg","Leesburg","FL","Florida","28.7657","-81.8996","154574","249"
"Port Arthur","Port Arthur","TX","Texas","29.8554","-93.9264","154468","272"
"Muskegon","Muskegon","MI","Michigan","43.2281","-86.2563","153565","998"
"Macon","Macon","GA","Georgia","32.8065","-83.6974","153159","237"
"Kansas City","Kansas City","KS","Kansas","39.1234","-94.7443","152960","473"
"Sunnyvale","Sunnyvale","CA","California","37.3836","-122.0256","152703","2676"
"Pomona","Pomona","CA","California","34.0585","-117.7626","151691","2548"
"Escondido","Escondido","CA","California","33.1347","-117.0722","151625","1568"
"Pasadena","Pasadena","TX","Texas","29.6583","-95.1499","151227","1339"
"New Bedford","New Bedford","MA","Massachusetts","41.6697","-70.9428","149910","1840"
"Fairfield","Fairfield","CA","California","38.2592","-122.0324","148683","1097"
"Naperville","Naperville","IL","Illinois","41.7483","-88.1657","148449","1476"
"Bellevue","Bellevue","WA","Washington","47.5951","-122.1535","148164","1709"
"Binghamton","Binghamton","NY","New York","42.1014","-75.9093","148145","1635"
"Elkhart","Elkhart","IN","Indiana","41.6916","-85.9628","147567","734"
"Topeka","Topeka","KS","Kansas","39.0346","-95.6955","147458","787"
"Joliet","Joliet","IL","Illinois","41.5189","-88.1499","147344","886"
"Beaumont","Beaumont","TX","Texas","30.0849","-94.1451","146091","547"
"Paterson","Paterson","NJ","New Jersey","40.9147","-74.1624","145233","6665"
"Merced","Merced","CA","California","37.3057","-120.4778","145149","1390"
"Pueblo","Pueblo","CO","Colorado","38.2705","-104.6112","143932","789"
"Tyler","Tyler","TX","Texas","32.3184","-95.3062","143796","718"
"Torrance","Torrance","CA","California","33.8346","-118.3417","143592","2701"
"Yuma","Yuma","AZ","Arizona","32.5992","-114.5488","142847","313"
"Metairie","Metairie","LA","Louisiana","29.9977","-90.1780","142135","2359"
"Surprise","Surprise","AZ","Arizona","33.6800","-112.4524","141664","506"
"Columbia","Columbia","MO","Missouri","38.9478","-92.3256","141645","725"
"Athens","Athens","GA","Georgia","33.9508","-83.3689","141532","421"
"Roseville","Roseville","CA","California","38.7703","-121.3196","141500","1239"
"Thornton","Thornton","CO","Colorado","39.9197","-104.9438","141464","1521"
"Miramar","Miramar","FL","Florida","25.9773","-80.3351","141191","1889"
"Pasadena","Pasadena","CA","California","34.1597","-118.1390","141029","2371"
"Mesquite","Mesquite","TX","Texas","32.7623","-96.5889","140937","1151"
"Olathe","Olathe","KS","Kansas","38.8832","-94.8198","140545","880"
"Santa Maria","Santa Maria","CA","California","34.9334","-120.4432","140545","1815"
"Houma","Houma","LA","Louisiana","29.5799","-90.7058","140469","874"
"Carrollton","Carrollton","TX","Texas","32.9890","-96.8999","139248","1466"
"Grand Junction","Grand Junction","CO","Colorado","39.0876","-108.5673","139143","621"
"Charleston","Charleston","WV","West Virginia","38.3484","-81.6323","138706","570"
"Orange","Orange","CA","California","33.8038","-117.8218","138669","2086"
"Fullerton","Fullerton","CA","California","33.8841","-117.9279","138632","2386"
"Greeley","Greeley","CO","Colorado","40.4151","-104.7706","137810","858"
"Carolina","Carolina","PR","Puerto Rico","18.4054","-65.9792","136771","2550"
"Las Cruces","Las Cruces","NM","New Mexico","32.3265","-106.7892","136254","519"
"Panama City","Panama City","FL","Florida","30.1995","-85.6004","136133","382"
"Harlingen","Harlingen","TX","Texas","26.1917","-97.6976","136037","626"
"West Valley City","West Valley City","UT","Utah","40.6889","-112.0115","135248","1472"
"Hampton","Hampton","VA","Virginia","37.0551","-76.3630","134510","1009"
"Warren","Warren","MI","Michigan","42.4934","-83.0270","133943","1505"
"Mauldin","Mauldin","SC","South Carolina","34.7849","-82.3005","133872","899"
"Bloomington","Bloomington","IL","Illinois","40.4757","-88.9703","133846","1100"
"Coral Springs","Coral Springs","FL","Florida","26.2702","-80.2591","133759","2258"
"Round Rock","Round Rock","TX","Texas","30.5254","-97.6660","133372","1421"
"Yakima","Yakima","WA","Washington","46.5923","-120.5496","133191","1300"
"Sterling Heights","Sterling Heights","MI","Michigan","42.5809","-83.0305","132438","1403"
"Kent","Kent","WA","Washington","47.3887","-122.2129","132319","1513"
"Burlington","Burlington","NC","North Carolina","36.0758","-79.4686","131043","707"
"Bellingham","Bellingham","WA","Washington","48.7543","-122.4687","130641","1287"
"Santa Clara","Santa Clara","CA","California","37.3645","-121.9680","130365","2761"
"Racine","Racine","WI","Wisconsin","42.7274","-87.8135","130142","1915"
"Greenville","Greenville","NC","North Carolina","35.5956","-77.3768","130118","1012"
"Stamford","Stamford","CT","Connecticut","41.1035","-73.5583","129638","1330"
"Elizabeth","Elizabeth","NJ","New Jersey","40.6657","-74.1912","129216","4049"
"Johnson City","Johnson City","TN","Tennessee","36.3406","-82.3803","127571","599"
"Lynchburg","Lynchburg","VA","Virginia","37.4003","-79.1909","126814","647"
"Simi Valley","Simi Valley","CA","California","34.2663","-118.7490","126589","1167"
"Fort Smith","Fort Smith","AR","Arkansas","35.3493","-94.3695","125354","536"
"Kenosha","Kenosha","WI","Wisconsin","42.5864","-87.8765","124972","1378"
"Norman","Norman","OK","Oklahoma","35.2335","-97.3471","124880","269"
"South Lyon","South Lyon","MI","Michigan","42.4614","-83.6526","124694","1219"
"Boulder","Boulder","CO","Colorado","40.0249","-105.2523","124345","1551"
"Abilene","Abilene","TX","Texas","32.4543","-99.7384","123420","446"
"Lehigh Acres","Lehigh Acres","FL","Florida","26.6120","-81.6388","123378","514"
"Pearland","Pearland","TX","Texas","29.5585","-95.3215","122460","981"
"Berkeley","Berkeley","CA","California","37.8723","-122.2760","121363","4473"
"Richardson","Richardson","TX","Texas","32.9717","-96.7093","121323","1639"
"Redding","Redding","CA","California","40.5698","-122.3650","121313","599"
"Arvada","Arvada","CO","Colorado","39.8321","-105.1511","121272","1207"
"East Los Angeles","East Los Angeles","CA","California","34.0326","-118.1691","121187","6282"
"St. George","St. George","UT","Utah","37.0770","-113.5770","120899","449"
"Billings","Billings","MT","Montana","45.7891","-108.5524","120728","948"
"Yuba City","Yuba City","CA","California","39.1357","-121.6381","120456","1736"
